course_code,course_name,prerequisites,incompatible,restricted,faculty,school,units,semesters,duration,description
KORN3212,Korean-English Translation and Interpreting B,KORN3112 or Placement test,,,Humanities and Social Sciences,Languages & Cultures School,2,,One Semester,"This course will introduce students to fundamental skills in Korean and English translation and interpreting. Students will be exposed to a variety of authentic Korean texts drawn from media such as newspapers, drama and the internet.
This course may be cancelled if there are fewer than 20 enrolments."
KORN3220,Korean for Korean Speakers and Advanced Non-Korean Speakers,TOPIK (Korean Proficiency Test) level must not be over 4 to enter this course. Placement test is essential.,,,Humanities and Social Sciences,Languages & Cultures School,2,,One Semester,"This course provides students functional communicative ability that is linguistically competent and culturally appropriate in a given context pursuing towards the TOPIK level 4. For this purpose, this course aims to build the structural foundation of Korean grammar and the use of honorifics and different speech styles will be also taught to enhance students' sociolinguistic and pragmatic competence. While this course will cover four language skills, more emphasis will be given on reading and writing skills, which need to be worked on by these students. Upon completion of the course, students should be able to talk and write about a variety of topics such as mood and personalities, clothing, weather, illness, Korean food, etc. with reasonable accuracy and in a sociolinguistically appropriate manner. Before enrolling in this course, students must take a placement test."
KORN3300,Korean Study Project,Permission of Course Coordinator,,,Humanities and Social Sciences,Languages & Cultures School,2,,One Semester,"This course provides students the research and translation experience of an individual project. Students are given the opportunity to further investigate a topic that they choose and negotiate with the program convenor. Before enrolling in this course, students should consult the program convenor to discuss & determine a suitable study plan on basis of previous and likely future interests."
KORN6000,Thesis (Honours),,,,Humanities and Social Sciences,Languages & Cultures School,8,,Two Semesters,"An introduction to sustained research culminating in the production of an Honours thesis. Under individual supervision, students will establish a research question, write a literature review, apply an appropriate methodology, and present written conclusions. 
Full time students should enrol in KORN6101 and complete their thesis in one semester. Part time students commencing their thesis in semester 1 should enrol in KORN6100 over two consecutive semesters. Part time students commencing their thesis in semester 2 should enrol in KORN6000 over two consecutive semesters."
KORN6100,Thesis (Honours),,,,Humanities and Social Sciences,Languages & Cultures School,8,,Two Semesters,"An introduction to sustained research culminating in the production of an Honours thesis. Under individual supervision, students will establish a research question, write a literature review, apply an appropriate methodology, and present written conclusions. 
This course is for students completing their thesis over two semesters beginning in semester 2. Full time students should enrol in KORN6101 and complete their thesis in one semester. Part time students commencing their thesis in semester 1 should enrol in KORN6100 and complete their thesis over two consecutive semesters."
KORN6101,Thesis (Honours),,,,Humanities and Social Sciences,Languages & Cultures School,8,,One Semester,"An introduction to sustained research culminating in the production of an Honours thesis. Under individual supervision, students will establish a research question, write a literature review, apply an appropriate methodology, and present written conclusions. 
Full time students should enrol in KORN6101 and complete their thesis in one semester. Part time students commencing their thesis in semester 1 should enrolin KORN6100 over two consecutive semesters. Part time students commencing their thesis in semester 2 should enrol in KORN6000 over two consecutive semesters."
KORN6340,Advanced Korean Language Skills,,,,Humanities and Social Sciences,Languages & Cultures School,2,,One Semester,"Advanced training in reading, analysing and summarising academic writing in Korean; individualised guided reading project on a research topic."
KORN6350,Special Topics in Korean Language Skills,,,,Humanities and Social Sciences,Languages & Cultures School,2,,One Semester,"Detailed exploration of a topic in Korean language studies, focusing on practical and theoretical issues arising in either translation from/to Korean or in teaching and learning Korean as a foreign language, or in another area of lingusitics. The course comprises seminar-style reading discussion sessions and individual work aimed at building student's research skills and resources in relation to their research topic."
KORN6364,Special Topics in Korean Cultural Studies,,,,Humanities and Social Sciences,Languages & Cultures School,4,,One Semester,"An investigation and analysis of significant Korean cultural texts in their historical, social and idealogical context. Texts may be drawn from a variety of literary and/or filmic genres and discourses and may be related to the topic of the proposed Honours thesis. The course will explore appropriate theoretical and critical perspectives and the wider cultural factors impacting upon the production and and reception of the selected texts. The aim is to promote an enhanced understanding of Korean cultural history and develop the critical and analytical skills necessary for the pursuit of independant and original research."
LAND1120D,Soil & Water Resources,Only available to students enrolled in the Academic Program in Agricultural Technologies.,,,Gatton Vocational Ed Centre,Gatton Vocational Ed Centre,2,,One Semester,
LAND1125D,Technologies of Land Management,Only available to students enrolled in the Qld Diploma in Agricultural Technologies,,,Gatton Vocational Ed Centre,Gatton Vocational Ed Centre,2,,One Semester,
LAND2003,The Soil Environment,,LAND2002 or LAND2001,,Science,Agriculture Food Sciences Schl,2,,One Semester,"Soil fertility & management. Elementary biology, physics & chemistry of soils. Plant nutrients & their cycling. Land capability assessment, soil physical factors & plant growth. Soils as environmental buffers."
LAND3005,Soil Plant Relationships,,,,Science,Agriculture Food Sciences Schl,2,,One Semester,"This course is intended to provide students with interest in the ecological, environmental, and agricultural fields with an understanding of the role of soil in plant growth. This course addresses the underlying mechanisms which control the interaction between plants and soil, rather than providing a purely descriptive account. Practical sessions and assignments provide opportunities to analyse soil characteristic and plant growth data. Key concepts covered in this course are the mechanisms through which soils supply water and nutrients to plants, the role of soil as an environmental buffer, and the essential processes carried out by the diverse microbial inhabitants of soils."
LAND3006,"Soils, Landscapes & Environments",,,,Science,Agriculture Food Sciences Schl,2,,One Semester,"Science of pedology & the application of field pedology. Investigation & interpretation of soil & soil material in the field. Developing the skills of identifying, surveying, interpreting & classifying soils in the landscape. Soil formation & development processes including weathering & erosion & their relationship to land management"
LAND3007,Land Use & Management,,LAND3003,,Science,Agriculture Food Sciences Schl,2,,One Semester,"Any economic development rural, urban or industrial transforms or impacts on our land. Subsequent changes to our land can only be predicted and assessed, benefits maximised and potential damages minimised if the factors that control or influence land use options are understood. The course covers physical, biological, social and economic factors that determine land use, capability, and how these different factors are connected and affect land use decisions. An important aspect of this course is the examination of environmental, economic and social consequences of the use of land for agriculture and other purposes."
LAND7000,Water & Land Resource Management,,AGRC7007,,Science,Agriculture Food Sciences Schl,2,,One Semester,"Study of hydrology & land degradation processes within a landscape context; use of this knowledge to apply the principles of sustainable land & water resource use for agriculture, forests, rangelands, recreation areas & urban zones; development of practical land management packages for conservation of land & water resources."
LAND7009,Soil and Growth Media Management,,LAND2002 or LAND2003,,Science,Agriculture Food Sciences Schl,2,,One Semester,"This course is intended to provide students with an overview of the role that soil plays in the environment. This independent study course is intended to introduce graduate students to key soil science concepts in preparation for independent researches and/or further studies. This course addresses: properties of soils and other mineral-based media (mine spoil, waste rock, tailings); the impacts of soil physical and chemical properties on plant growth and vegetative community development and sustainability; soil sampling strategies; trace and toxic elements, organic pollutants and soil amendments, and nutrient management for the development of a favourable plant root zone."
LATN1110,Introductory Latin,,"Snr Latin, CL110",,Humanities and Social Sciences,Historical & Philosophical Inq,2,,One Semester,"For students with little or no previous experience of Latin. The course teaches Latin grammar and basic syntax, and gives an introduction to the reading of Latin. 
NOTE: The course is sectioned to ensure a maximum class size of no more than 30."
LATN2120,Intermediate Latin,"LATN1110, CL110","CL121, LATN1120",,Humanities and Social Sciences,Historical & Philosophical Inq,2,,One Semester,"An intermediate course in the ancient Latin language, following on from LATN1110. The course teaches further Latin grammar and gives an introduction to the reading of several Latin authors.
NOTE: Instruction by small group teaching."
LATN2230,Latin Language & Literature 1,"LATN1120, LATN2120 or Senior Latin",CL111,,Humanities and Social Sciences,Historical & Philosophical Inq,2,,One Semester,"The course teaches further Latin grammar and syntax, and studies selections from Latin authors. It involves both a literary and linguistic study of the writers concerned, together with their social and historical significance.
NOTE: Instruction by small group teaching."
LATN2240,Latin Language & Literature 2,"LATN1120, LATN2120",CL123,,Humanities and Social Sciences,Historical & Philosophical Inq,2,,One Semester,"Further in-depth study of the Latin language, including new grammar, syntax, vocabulary and research skills for Latinists.
NOTE: Instruction by small group teaching."
LATN3001,Advanced Latin 1,LATN1110 and LATN2120 and LATN2230 or equivalent,"LATN2280, LATN2310",,Humanities and Social Sciences,Historical & Philosophical Inq,2,,One Semester,A detailed study of Latin literary and historical texts chosen by the course coordinator.
LATN3002,Advanced Latin 2,LATN1110 and LATN2120 and LATN2230 or equivalent,"LATN2250, LATN2270",,Humanities and Social Sciences,Historical & Philosophical Inq,2,,One Semester,A detailed study of Latin literary and historical texts chosen by the Course Coordinator.
LATN6140,Latin Set Texts,,,Admission to Honours,Humanities and Social Sciences,Historical & Philosophical Inq,4,,One Semester,A detailed study of Latin literary and historical texts chosen by the Course Co-ordinator.
LATN6270,Latin Guided Texts,Completed BA with a major in Latin with a GPA of 5.0 or above. Please consult with the Course Coordinator before enrolling.,,,Humanities and Social Sciences,Historical & Philosophical Inq,4,,One Semester,A detailed study of Latin literary or historical texts chosen by the course coordinator.
LATN6311,Latin Honours Research Thesis,,"LATN6310, LATN6312",,Humanities and Social Sciences,Historical & Philosophical Inq,8,,Two Semesters,"Latin honours students will write a thesis of 16,000 words on a topic agreed with their advisor after consultation. The thesis will incorporate evidence of substantial translation and analysis. This course is for full-time and part-time students commencing in Semester 1. Full-time and part-time students commencing in Semester 2 enroll in LATN6312."
LATN6312,Latin Honours Research Thesis,,"LATN6310, LATN6311",,Humanities and Social Sciences,Historical & Philosophical Inq,8,,Two Semesters,"Latin honours students will write a thesis of 16,000 words on a topic agreed with their advisor after consultation. The thesis will incorporate evidence of substantial translation and analysis. This course is only for full-time and part-time students commencing in Semester 2 (enrolling in two consecutive semesters). 
Full-time and part-time students commencing in Semester 1, enrol in LATN6311 (for two consecutive semesters)."
LAWS1100,Business Law,,LAWS7010,"Not to be studied by LLB, LLB dual, LLB(Hons) or LLB(Hons) dual students","Business, Economics & Law",Law School,2,,One Semester,"This course is an introductory level examination of the law regulating business in Australia today for accountants, business managers and other non-legal professionals. The course seeks to develop students' knowledge of the Australian legal system and of the laws associated with starting, managing, financing and closing a business, as well as their ability to solve simple legal problems."
LAWS1110,Law in the Criminal Justice System,,,Restricted to students enrolled in the Bachelor of Criminology and Criminal Justice (Honours),"Business, Economics & Law",Law School,2,,One Semester,"This course will give students foundational knowledge in the structure of the Australian legal system, with a focus on the historical and foundational principles underpinning the criminal justice system and examine differences between civil and criminal law. Students will gain fundamental knowledge and develop essential skills in relation to legal reasoning, case analysis, precedent, understanding statutes and relationships to common law; legal research and legal writing."
LAWS1111,Legal Method,,LAWS1700,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"In the context of an analysis of the structure & origin of the Australian legal system, students gain fundamental knowledge & develop essential skills in relation to: legal reasoning, case analysis, precedent theory & identification of ratio decidendi; fundamental legislative principles & legislation; theories & principles of statutory interpretation; legal research & legal writing."
LAWS1112,"Law, Justice and Society",,,Not to be studied by LLB(Hons) and dual LLB(Hons) students commencing 2017 onwards.,"Business, Economics & Law",Law School,2,,One Semester,"This course focuses on understanding the cultural, political and economic factors that interact with and shape the law in different social contexts."
LAWS1113,Law of Torts A,,LAWS1000 or 2702 or 7100,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"The nature of law of tort. Intentional torts against the person. Torts in relation to land, enjoyment of land & chattels. Introduction to the tort of negligence (including modification by the Civil Liability Act 2003 (Qld))."
LAWS1114,Law of Torts B,LAWS1111 + 1113,LAWS1002 or 2703 or 7102,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is an intermediate level analysis of the law and policy of Australian tort law, comprising study of particular applications of the tort of negligence, breach of statutory duty, defamation, invasion of privacy, vicarious liability, actions on death and alternative methods of providing compensation for accidental injury. The course seeks to develop students' knowledge and understanding of the field as well as their ability to solve complex legal problems through appropriate research."
LAWS1115,Principles of Public Law,LAWS1111,LAWS1703 or 7230,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is an introductory level consideration of the key features of the law governing public power in Australia. It acts as a foundation for later study of constitutional and administrative law. The course stresses theoretical and contextual understanding of contested topics such as constitutionalism, federalism, rights discourse, the proper roles of constitutional courts, legislature and executive, and mechanisms of executive accountability."
LAWS1116,Constitutional Law,LAWS1111 + LAWS1115,LAWS2005 or 3700 or 7105,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"This course continues the study of state & federal constitutional law introduced in LAWS1115 Principles of Public Law. The course will examine the constitutional relationship between the States & the Commonwealth, the subjects of Commonwealth legislative power, constitutional rights & freedoms, government finance, free trade & the amendment of the State and Commonwealth Constitutions."
LAWS1700,Foundations of Law,,LAWS1000 or LAWS1111,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course examines the structure of the Australian legal system and evaluates the core concepts underpinning the contextual realities of the system such as liberalism, the nature of rights, the plurality of law and the rule of law. The course also introduces students to legal thinking, case analysis, statutory interpretation and essential legal research skills. The course will therefore provide the platform for the future study of law."
LAWS1701,Law of Contract I: Principles of Contractual Agreement,,LAWS1001 or LAWS2111,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course examines the nature of, and elements giving rise to, contractual agreement, that is, how parties may assume enforceable contractual obligations towards each other and how to ascertain the content and meaning of those obligations."
LAWS1702,Law of Contract II: Principles of Contractual Liability,LAWS1701,LAWS1003 or LAWS2112,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course examines the nature and elements of contractual liability, including the rules relating to privity, discharge, vitiating factors, and remedies."
LAWS1703,Principles of Public Law,LAWS1700,LAWS1115,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,This course provides an introduction to the key features of the law governing public power in Australia and is the foundation for later study of constitutional and administrative law.
LAWS1901D,Business Law A,POLS1901D,,AssocDBus students only,UQ College,"Business, Economics & Law Fac",2,,One Trimester,"The course covers an introduction to, and critical analysis of, the law regulating business in Australia today for accountants, business managers and other non-legal professionals. Partiular emphasis will be placed on exercising legal skills, causing harm, and making and enforcing deals."
LAWS1902D,Business Law B,LAWS1901D,,AssocDBus students only,UQ College,"Business, Economics & Law Fac",2,,One Trimester,"This course is an introduction to, and critical analysis of, the law regulating business in Australia today for accountants, business managers, and other non-legal professionals. Particular emphasis will be placed on dealing with consumers and competitors, protecting IP, starting a business, financing a business, owning and managing a business, and experiencing financial difficulty."
LAWS2000,Real Estate Law,,GN362 or QB250 or LAWS7017 or REDE2200 or 2504,"Not for students enrolled in LLB(Hons)(#64), LLB(Hons)(#48), LLB, LLB (Grad Entry), LLB(Hons) duals and LLB dual programs","Business, Economics & Law",Law School,2,,One Semester,"Concepts of property & effects of doctrine of tenure, title & property rights upon valuation practice & the property industry."
LAWS2111,Law of Contract A,LAWS1111 (LLB(Grad Entry) & LLB(Hons#48) students excepted),LAWS1001 or 1701 or 7101,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"An introduction to the concept of contractual obligation, including the rules relating to formation of contract, terms and exemption clauses."
LAWS2112,Law of Contract B,LAWS1111 + LAWS2111,LAWS1003 or 1702 or 7103,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"A continuation of the study of contract law, including the rules relating to discharge, vitiating factors, remedies and the doctrine of privity."
LAWS2113,Criminal Law and Procedure A,LAWS1111 (LLB(Grad Entry) & LLB(Hons#48) students excepted),LAWS2004 or 2700 or 7104,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,Criminal Law & Procedure A involves the study of the general principles of criminal responsibility & of specific offences & defences under Queensland's criminal law. The course draws comparisons - where relevant - to developments at common law. It also introduces the rapidly expanding area of federal criminal law.
LAWS2114,Criminal Law and Procedure B,LAWS1111 + 2113,LAWS2006 or 2701 or 7106 or 7231,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"Criminal Law and Procedure B examines the practical operation of the criminal law. The course explores two central concepts; discretion and fairness, to examine the processes involved from the pre-trial stage to sentencing and appeals."
LAWS2115,Administrative Law,LAWS1111 + LAWS1115 + LAWS1116,LAWS3701 or 5018 or 7118,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"An examination of the rules, principles and procedures applied by the courts to review the legality of government action, including: the contrast between legality review by the courts and merits review by tribunals; the grounds of judicial review historically associated with the concepts of ultra vires, jurisdictional error & natural justice; the statutory remedies available federally (principally via the Administrative Decisions (Judicial Review) Act 1977 (Cth)) and in Queensland (via the Judicial Review Act 1991); and other relevant statutory, common law & equitable remedies."
LAWS2220,Criminal Law in Context,LAWS1110,,Restricted to students enrolled in the Bachelor of Criminology and Criminal Justice (Honours),"Business, Economics & Law",Law School,2,,One Semester,"Criminal Law in context involves the study of the general principles of criminal responsibility and procedure and examines how specific offences are made, defined, prosecuted and defended. The course examines how the operation of different institutions and actors (public and private police, prosecution, courts, defendants, juries, corrections) shape the boundaries of the criminal law, focusing on the role of discretion and public interest/policy considerations."
LAWS2700,"Criminal Law: Principles, Offences and Defences",LAWS1700,LAWS2004 or LAWS2113,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,This course involves the study of the general principles of criminal responsibility in the context of specific offences and defences under Queensland's criminal law. The course also introduces students to the criminal justice process and Australian criminal justice institutions.
LAWS2701,Criminal Law: Process and Procedure,LAWS2700,LAWS2006 or LAWS2114,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,This course examines procedural criminal law and demonstrates how the rules governing criminal procedure are integral to a fair and efficient criminal justice system.
LAWS2702,Law of Torts I,LAWS1700,LAWS1000 or LAWS1113,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course considers the nature of the law of tort. It examines intentional torts against the person, and torts in relation to land and the enjoyment of land. The course also includes an introduction to the tort of negligence (including modification by the Civil Liability Act 2003 (Qld))."
LAWS2703,Law of Torts II,LAWS2702,LAWS1002 or LAWS1114,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course builds on the basic knowledge of the law of torts developed in Torts I, focusing in greater depth on particular problem areas within the law of negligence. It also introduces students to a further range of torts protecting personal interests and places the law of torts in context by examining principles of vicarious liability and alternative compensation schemes that exist for personal injury and death."
LAWS2704,Trusts and Equity I,All level 1 LAWS courses,LAWS3012 or LAWS3113,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course provides an introduction to the nature and history of the equitable jurisdiction and to the law of trusts, focusing upon the creation of trusts, both testamentary and inter vivos. It also considers the classification of trusts, and commercial and other applications of trusts."
LAWS2705,Trusts and Equity II,"LAWS1702, LAWS2702, LAWS2704",LAWS3010 or LAWS3114,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course focuses on the administration of trusts. Resulting and constructive trusts are also dealt with, but the main focus of the course is on the powers and duties of trustees and remedies in respect of breaches of trust. Related areas of law, in particular the law of fiduciary obligations and remedies in respect of breaches of such obligations are also considered in detail."
LAWS2706,Foundations of Property Law,"LAWS1700, LAWS1702",LAWS3009 or LAWS3112,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course introduces students to the basic conceptual building blocks of the modern law of property in Australia (and, where necessary, in Queensland in particular). It explores the conceptual core of ""property"" in general, before systematically examining foundational concepts, rules, principles and operations (legal, equitable and statutory) relating to the two primary forms of property: personal property and real property."
LAWS2707,Interests in Property,LAWS2706,LAWS3009 or LAWS3111,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course builds upon Foundations of Property Law but focuses exclusively on property rights and interests, both legal and equitable."
LAWS2800,Occupational Health & Safety Law,,,"Not to be studied by students in LLB(Hons)(#64), LLB(Hons)(#48), LLB, LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"This course will introduce students to the central legal concepts and principles in occupational health and safety, including the history and development of OH&S legislation, the relationship between OH&S law and industrial law, and the relationship between OH&S legislation and common law."
LAWS3100,Corporations Law,COMM1201 or 1202 or LAWS1001 or 1100 or 1101,COMM3205 or 7202 or LAWS7011 or 5017 or 7117 or 7317,"Not for students enrolled in LLB(Hons)(#64), LLB(Hons)(#48), LLB, LLB (Grad Entry), LLB(Hons) duals and LLB dual programs","Business, Economics & Law",Law School,2,,One Semester,"Law relating to commercial companies; in particular, legal personality, directors' duties, shareholders' rights, liquidations, takeovers, & comparison with partnership structure."
LAWS3101,Income Tax Law,COMM1202 or LAWS1000 or 1100,LAWS5144 or LAWS7012 or LAWS7144 or LAWS7344,"Not for students enrolled in LLB(Hons)(#64), LLB(Hons)(#48), LLB, LLB (Grad Entry), LLB(Hons) duals and LLB dual programs","Business, Economics & Law",Law School,2,,One Semester,"This course is an introductory level examination of the basic principles of taxation law in Australia, with particular emphasis on the topics required by professional accounting bodies for accreditation purposes."
LAWS3102,Business and Taxation,COMM3206 or LAWS3101,COMM3207 or 7205 or LAWS5145 or 7014 or 7145,"Not to be studied by LLB(Hons)(#64), LLB(Hons)(#48), LLB, LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs","Business, Economics & Law",Law School,2,,One Semester,"Develops material studied in LAWS3101 in the context of specific taxpayers. The course is based on the lifecycle of a business, in particular the taxation of business structures including partnerships, trusts and companies. Advanced areas of capital gains tax and goods & services tax plus international tax issues, tax administration and superannuation topics are also covered."
LAWS3111,Law of Property A,All level 1 LAWS courses (LLB(Grad Entry) & LLB(Hons)(#48) students excepted) + LAWS2111 + LAWS2112,LAWS2707 or 3009 or 7109,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is an intermediate level analysis of the law and policy of Australian property law which introduces students to fundamental principles and concepts. The course comprises a study of possession and title to land, the doctrines of tenure and estates, concurrent ownership, leasehold interests, strata title and additionally introduces students to native title. The course seeks to develop students' knowledge and understanding in these areas, and their ability to solve complex legal problems."
LAWS3112,Law of Property B,All Level 1 LAWS courses + LAWS2111 + LAWS2112 + LAWS3111 + LAWS3113,LAWS2706 or 3011 or 7111,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,This course is an intermediate level analysis of the law of real and personal property interests in Australia. The course builds on the fundamental principles and concepts related to property that are considered in Property Law A. The course comprises a study of statutory schemes relating to property: the Torrens Title system to land and the Personal Property Securities Act in relation to personal property. It also examines equitable interests in property and proprietary interests in real and personal property. The course seeks to deepen students' knowledge in these areas and their ability to solve complex legal problems related to interests in property.
LAWS3113,Law of Trusts A,All level 1 LAWS courses (LLB(Grad Entry) & LLB(Hons)(#48) students excepted) + LAWS2111 + LAWS2112,LAWS2704 or 3012 or 7112,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"Introduction to the nature & history of the equitable jurisdiction & to the law of trusts, focusing upon the creation of trusts, both testamentary & inter vivos. Classification of trusts & consideration of commercial & other applications of trusts."
LAWS3114,Law of Trusts B,All Level 1 LAWS courses + LAWS2111 + LAWS2112 + LAWS3113,LAWS2705 or 3010 or 7110 or 7233,"LLB, LLB (Graduate Entry) and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"Administration of trusts and deceased estates, including consideration of duties and powers of trustees and executors, variation of trusts, trustees' right to indemnity, remedies for breach of trust. Consideration of situations in which resulting trusts arise."
LAWS3115,Law of Remedies,All Level 1 LAWS courses + LAWS2111 + LAWS2112 + LAWS3113,,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"This course involves a study of the nature, goals & structure of private law remedies & is organised around the remedial goals of performance, reparation & restitution & consideration of other grounds, such as punishment."
LAWS3330,Transnational Crime and International Criminal Justice,LAWS1110 and LAWS2220,,Restricted to students enrolled in the Bachelor of Criminology and Criminal Justice (Honours),"Business, Economics & Law",Law School,2,,One Semester,"This course involves studying international responses to crimes that are global in nature. It will look at how the law and international agencies respond to such crimes as organised crime, people trafficking, cyber crime, terrorism, corporate crime and crimes against humanity. The adequacy and effectiveness of responses to transnational and global crime will be assessed."
LAWS3700,Constitutional Law,LAWS1703,LAWS1116 or LAWS2005,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course continues the study of state and federal constitutional law introduced in Principles of Public Law. The course examines the constitutional relationship between the states and the Commonwealth, the subjects of Commonwealth legislative and executive power, constitutional principles concerning the separation of powers and judicial independence, constitutional rights and freedoms, and the amendment of the state and Commonwealth Constitutions."
LAWS3701,Administrative Law,LAWS1703,LAWS2115 or LAWS5018,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course is concerned with the legal accountability of bodies wielding public power or discharging public functions to ensure that people's rights and interests are respected in their dealings with governments and their delegates or agents. Public power encompasses administrative, judicial and legislative power, and this course is primarily concerned with accountability for the exercise of administrative (executive) power in a range of settings."
LAWS3702,Corporate Law,"LAWS1702, LAWS2705",LAWS4112 or LAWS5017,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course considers the law concerning companies, including the nature of corporate bodies, corporate personality and limited liability, formation, management and governance, finance, and liquidation."
LAWS3703,Ethics and the Legal Profession,"LAWS1702, LAWS2702, LAWS2701, LAWS2704",LAWS4017 or LAWS5217,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course provides students with information about the history and development of the legal profession, and current structures and bodies that regulate lawyers today. The course examines in detail the law, professional rules and values applying to lawyers, and explores ethical issues that arise in professional practice."
LAWS3704,Jurisprudence,#16 LAWS courses,LAWS2008 or LAWS4111,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course offers an overview of some of the main historical, doctrinal and philosophical perspectives that have influenced the understanding of law as an institution, together with an introduction to key theoretical positions and interdisciplinary movements that provide critique and commentary on the role of law."
LAWS3705,Public International Law,#16 LAWS courses,LAWS5154,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course introduces the institutions, rules and principles of Public International Law. It explores the history, theory and efficacy of the international legal system as well as the system's sources of law and its general rules and principles. It also introduces specific areas of international legal regulation."
LAWS4111,Seminars in Jurisprudence,All Level 1 & 2 LAWS courses,LAWS2008 or 3704 or 7108,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"Jurisprudence offers an overview of the historical, doctrinal & philosophical perspectives that have influenced the development of law, together with an introduction to key theoretical positions & interdisciplinary movements that provide critique and commentary on the role of law. Topics include theoretical accounts of the nature of law (including the theories of Hart, Dworkin, Austin, and Kelsen); the central ideas of the natural law tradition, the nature of legal reasoning & the role of the judge; the analytical nature of legal rights & duties; conceptions of justice; the internal organisation of the law; & an introduction to a range of theoretical perspectives of the law, both internal & external."
